Part no./SKU,Brand,Name,Descrption,MRP,Category,Sub Category,Class,Make,Model,Year,Engine,Power (hp),Fuel type,Engine type,Date,Part Type
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,GRAND I10 NIOS 1.2L SPORTZ,04.2020 - 12.2022,1.2 L,69 h.p.,CNG,KAPPA VTVT,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,GRAND I10 NIOS 1.0L TURBO GDI,09.2020 - 12.2022,1 L,100 h.p.,Petrol,GDI,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,SANTRO 3RD GEN 1.1L ASTA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,XCENT 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,XCENT 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,3DFA,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,XCENT 1.0L LPG,08.2013 - 11.2016,1 L,69 h.p.,Petrol,B3LA,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,74 h.p.,Diesel,CRDi,,
87624-B4000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",2143,Electrical Components,Indicator,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
87624-3X000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",3478,Electrical Components,Indicator,,Hyundai,FLUIDIC ELANTRA 5TH GEN 1.8L,08.2012 - 12.2015,1.8 L,150 h.p.,Petrol,G4GB,,
87624-3X000,Hyundai/Kia,,"LAMP ASSY-OUTSIDE MIRROR,RH",3478,Electrical Components,Indicator,,Hyundai,FLUIDIC ELANTRA 5TH GEN 1.6L,08.2012 - 12.2015,1.6 L,128 h.p.,Diesel,D4FB,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,GRAND I10 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,GRAND I10 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,D3FA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,GRAND I10 1.0L LPG/CNG,08.2013 - 11.2016,1 L,66 h.p.,CNG,B3LA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,GRAND I10 F/L 1.2L,12.2016 - 11.2019,1.2 L,75 h.p.,Diesel,CRDi,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,GRAND I10 F/L 1.2L,12.2016 - 11.2019,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,XCENT 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,XCENT 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,3DFA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,XCENT 1.0L LPG,08.2013 - 11.2016,1 L,69 h.p.,Petrol,B3LA,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,74 h.p.,Diesel,CRDi,,
92191-2F500,Hyundai/Kia,,CAP - HEADLAMP DUST,509,Electrical Components,Headlight Components,,Hyundai,XCENT F/L 1.2L,12.2016 - 10.2020,1.2 L,82 h.p.,Petrol,KAPPA VTVT,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L ERA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L ASTA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92102-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,RH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L ERA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L ASTA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92101-C4000,Hyundai/Kia,,"LAMP ASSY-HEAD,LH",2207,Electrical Components,Headlight,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
92850-2H000DU,Hyundai/Kia,,"LAMP ASSY-ROOM, INT;FA",2206,Electrical Components,Passenger Compartment Light,,Hyundai,I10 1ST GEN 1.1L,09.2007 - 10.2010,1.1 L,67 h.p.,Petrol,G4HG,,
92850-2H000DU,Hyundai/Kia,,"LAMP ASSY-ROOM, INT;FA",2206,Electrical Components,Passenger Compartment Light,,Hyundai,I10 1ST GEN 1.2L,05.2008 - 09.2010,1.2 L,80 h.p.,Petrol,G4LA,,
92850-2H000DU,Hyundai/Kia,,"LAMP ASSY-ROOM, INT;FA",2206,Electrical Components,Passenger Compartment Light,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
92850-2H000DU,Hyundai/Kia,,"LAMP ASSY-ROOM, INT;FA",2206,Electrical Components,Passenger Compartment Light,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,GETZ 1ST GEN 1.1L,01.2004 - 02.2007,1.1 L,61 h.p.,Petrol,"G4HG,G4HD",,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,GETZ 1ST GEN 1.3L,01.2004 - 02.2007,1.3 L,82 h.p.,Petrol,G4EA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,GETZ PRIME 1ST GEN F/L 1.1L,02.2007 - 03.2010,1.1 L,66 h.p.,Petrol,"G4HG,G4HD",,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,GETZ PRIME 1ST GEN F/L 1.5L,02.2007 - 03.2010,1.5 L,108.6 h.p.,Diesel,D4FA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,GETZ PRIME 1ST GEN F/L 1.3L,02.2007 - 03.2010,1.3 L,82 h.p.,Petrol,G4EA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,I10 1ST GEN 1.1L,09.2007 - 10.2010,1.1 L,67 h.p.,Petrol,G4HG,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,I10 1ST GEN 1.2L,05.2008 - 09.2010,1.2 L,80 h.p.,Petrol,G4LA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,TERRACAN (HP) 2.9L,01.2003 - 09.2005,2.9 L,150 h.p.,Diesel,CRDi,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,TUCSON 1ST GEN 2.0L TURBO,04.2004 - 12.2006,2 L,150 h.p.,Diesel,D4EA,,
92303-25500,Hyundai/Kia,,LAMP ASSY-SIDE REPEATER,509,Electrical Components,Indicator,,Hyundai,TUCSON 1ST GEN 2.0L,10.2006 - 04.2008,2 L,113 h.p.,Diesel,D4EA,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,CRETA 2ND GEN 1.4L DCT,03.2020 - now,1.4 L,140 h.p.,Petrol,DOHC-TCI/GDI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,CRETA 2ND GEN 1.5L AT,03.2020 - now,1.5 L,156 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,CRETA 2ND GEN 1.5L CVT,03.2020 - now,1.5 L,156 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ELANTRA 6TH GEN 1.6L,08.2016 - 10.2019,1.6 L,128 h.p.,Diesel,D4FB,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,ELANTRA 6TH GEN 2.0L,08.2016 - 10.2019,2 L,152 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,TUCSON 3RD GEN 2.0L,10.2016 - 06.2020,2 L,185 h.p.,Diesel,e-VGT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,TUCSON 3RD GEN 2.0L,10.2016 - 06.2020,2 L,153 h.p.,Petrol,DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VENUE 1.2L,05.2019 - 01.2020,1.2 L,83 h.p.,Petrol,KAPPA MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VENUE 1.4L E,05.2019 - 06.2022,1.4 L,90 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VENUE 1.0L S AT,05.2019 - 06.2022,1 L,120 h.p.,Petrol,KAPPA TURBO,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L EX,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX(O),08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L EX AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX PLUS AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX(O) AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.4L E,08.2017 - 05.2020,1.4 L,98 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L E,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.4L EX,08.2017 - 05.2020,1.4 L,98 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L EX,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX PLUS AT,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX(O),08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN 1.6L SX(O) AT,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN F/L 1.5L,06.2020 - 12.2022,1.5 L,113 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN F/L 1.5L AT,06.2020 - 12.2022,1.5 L,113 h.p.,Diesel,DOHC-TCI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN F/L 1.5L,06.2020 - 12.2022,1.5 L,113 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,Hyundai,VERNA 5TH GEN F/L 1.5L AT,06.2020 - 12.2022,1.5 L,113 h.p.,Petrol,DOHC-MPI,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.5L,08.2019 - 07.2023,1.5 L,113 h.p.,Diesel,CRDi VGT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.5L AT,08.2019 - 07.2023,1.5 L,113 h.p.,Diesel,CRDi VGT,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.5L,08.2019 - 07.2023,1.5 L,113 h.p.,Petrol,SMARTSTREAM,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.5L AT,08.2019 - 07.2023,1.5 L,113 h.p.,Petrol,SMARTSTREAM,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.4L,08.2019 - 07.2023,1.4 L,138 h.p.,Petrol,SMARTSTREAM T-GDi,,
92140-D3000,Hyundai/Kia,,CAP - HEADLAMP DUST,507,Electrical Components,Headlight Components,,KIA,SELTOS 1.4L DCT,08.2019 - 07.2023,1.4 L,138 h.p.,Petrol,SMARTSTREAM T-GDi,,
92402-T7000,Hyundai/Kia,,"LAMP ASSY-REAR COMB OUTSIDE,RH",2411,Electrical Components,Tail Light,,Hyundai,I20 3RD GEN 1.2L,11.2020 - 08.2023,1.2 L,83 h.p.,Petrol,G4LF,,
92402-T7000,Hyundai/Kia,,"LAMP ASSY-REAR COMB OUTSIDE,RH",2411,Electrical Components,Tail Light,,Hyundai,I20 3RD GEN 1.5L,11.2020 - 08.2023,1.5 L,100 h.p.,Diesel,D4FA,,
92402-T7000,Hyundai/Kia,,"LAMP ASSY-REAR COMB OUTSIDE,RH",2411,Electrical Components,Tail Light,,Hyundai,I20 3RD GEN 1.2L AT,11.2020 - 08.2023,1.2 L,88 h.p.,Petrol,G4LF,,
92402-T7000,Hyundai/Kia,,"LAMP ASSY-REAR COMB OUTSIDE,RH",2411,Electrical Components,Tail Light,,Hyundai,I20 3RD GEN 1.0L N LINE AT,09.2021 - 08.2023,1 L,120 h.p.,Petrol,G3LC,,
92402-T7000,Hyundai/Kia,,"LAMP ASSY-REAR COMB OUTSIDE,RH",2411,Electrical Components,Tail Light,,Hyundai,I20 3RD GEN 1.0L N LINE,09.2021 - 08.2023,1 L,120 h.p.,Petrol,G3LC,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.4L E PLUS,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.4L S,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L SX(O),05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L E PLUS,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L EX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
92401-A0500,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,LH",2521,Electrical Components,Tail Light,,Hyundai,CRETA 1ST GEN F/L 1.6L SX AT,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
92402-C7000,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,RH",2463,Electrical Components,Tail Light,,Hyundai,I20 ACTIVE 2ND GEN 1.2L,03.2015 - 03.2018,1.2 L,83 h.p.,Petrol,G4LA,,
92402-C7000,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,RH",2463,Electrical Components,Tail Light,,Hyundai,I20 ACTIVE 2ND GEN 1.4L,03.2015 - 03.2018,1.4 L,90 h.p.,Diesel,D4FC,,
92402-C7000,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,RH",2463,Electrical Components,Tail Light,,Hyundai,I20 ELITE 2ND GEN 1.2L,08.2014 - 02.2018,1.2 L,83 h.p.,Petrol,G4LA,,
92402-C7000,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,RH",2463,Electrical Components,Tail Light,,Hyundai,I20 ELITE 2ND GEN 1.4L,08.2014 - 02.2018,1.4 L,90 h.p.,Diesel,D4FC,,
92402-C7000,Hyundai/Kia,,"LAMP ASSY-REAR COMBINATION,RH",2463,Electrical Components,Tail Light,,Hyundai,I20 ELITE 2ND GEN 1.4L AT,08.2014 - 02.2018,1.4 L,101.38 h.p.,Petrol,KAPPA DOHC-MPI,,
